query,rank,sentence,label,label_text,score
My card declines when I pay for my meal.,276,Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,27,declined_transfer,0.6
My card declines when I pay for my meal.,277,I tried to transfer but it was declined,27,declined_transfer,0.6
My card declines when I pay for my meal.,278,Seems like my transfer was declined how come?,27,declined_transfer,0.6
My card declines when I pay for my meal.,279,I got a message that my transfer was declined.,27,declined_transfer,0.6
My card declines when I pay for my meal.,280,I tried to do a transfer but I got a message that it was declined.,27,declined_transfer,0.6
My card declines when I pay for my meal.,281,My transfer has been declined.,27,declined_transfer,0.6
My card declines when I pay for my meal.,282,I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,27,declined_transfer,0.6
My card declines when I pay for my meal.,283,Why would my transfer result in a decline message?,27,declined_transfer,0.6
My card declines when I pay for my meal.,284,Why are my transfers getting declined?  I havent had a problem in the past.,27,declined_transfer,0.6
My card declines when I pay for my meal.,285,"My transfers keep on getting declined. My card was working fine up until now, however it has suddenly stopped working. Why is this?",27,declined_transfer,0.6
My card declines when I pay for my meal.,286,"Declined, transfer not completed.",27,declined_transfer,0.6
My card declines when I pay for my meal.,287,How can I find a way to transfer money without it being rejected?,27,declined_transfer,0.6
My card declines when I pay for my meal.,288,I have a problem with my account. I tried to transfer some funds and the message came back declined. Can you help me?,27,declined_transfer,0.6
My card declines when I pay for my meal.,289,My card is not working at stores.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,290,Do you know why my card payment has been declined?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,291,I could not use my card in a store.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,292,I'm not sure why the card payment didn't work.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,293,Tell me why my card payment has been declined.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,294,I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,295,What is the reason my payment was not accepted?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,296,"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",25,declined_card_payment,0.6
My card declines when I pay for my meal.,297,I use this card all the time so why did it get declined at the store today?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,298,My card wasn't working in a shop,25,declined_card_payment,0.6
My card declines when I pay for my meal.,299,can you tell me why my card was declined?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,300,My card didn't go through.  It doesn't make sense.  You told me that everything was ok.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,301,Please explain why my payment was declined? I thought everything was good.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,302,"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",25,declined_card_payment,0.6
My card declines when I pay for my meal.,303,Why didn;t my payment work,25,declined_card_payment,0.6
My card declines when I pay for my meal.,304,"Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident.",25,declined_card_payment,0.6
My card declines when I pay for my meal.,305,Can you tell me why my card payment did not work?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,306,My card did not work at store.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,307,Why was my new card declined?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,308,Why do you keep declining my payment? I tried several times already with this card and it is just not working.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,309,Why am I being declined?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,310,Could you explain why my card payment did not work?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,311,"Hi, Today i have tried to make payment by my new card, but payment got declined many times. I am very disappointed, please look into this.",25,declined_card_payment,0.6
My card declines when I pay for my meal.,312,I don't know why my card payment did not work,25,declined_card_payment,0.6
My card declines when I pay for my meal.,313,I don't understand why my payment was declined. I thought everything was ok.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,314,Why would a card payment be declined?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,315,Why has my card been declined?  whats the deal?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,316,For some reason my card payment hasn't worked. what can I do to look into that?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,317,Could you please tell me why my card payment didn't work?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,318,"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",25,declined_card_payment,0.6
My card declines when I pay for my meal.,319,I keep trying to use my card to buy some things and you keep declining it. Why? I've tried multiple times to make it go through but it won't.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,320,"I received my new card and tried using it today, just to have it show declined over and over again.  Why is this happening?",25,declined_card_payment,0.6
My card declines when I pay for my meal.,321,Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,322,Why would my card payment not work?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,323,Why have you declined my card payment?,25,declined_card_payment,0.6
My card declines when I pay for my meal.,324,My card was not accepted in a shop,25,declined_card_payment,0.6
My card declines when I pay for my meal.,325,Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,25,declined_card_payment,0.6
My card declines when I pay for my meal.,326,I've tried several times to make a payment and every time my card is declined? Could my card be locked? I don't know what to do.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,327,"I had a problem with my card payment, can you help?",25,declined_card_payment,0.6
My card declines when I pay for my meal.,328,Tell me why my card payment was declined.,25,declined_card_payment,0.6
My card declines when I pay for my meal.,329,"One of my charges was declined, but the second one went through.  But I notice on my App that one of them has gone through, and the other one is still pending.  Please ensure that only one charge is processed. Thanks",63,transaction_charged_twice,0.6
My card declines when I pay for my meal.,330,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",63,transaction_charged_twice,0.6
My card declines when I pay for my meal.,331,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined?",63,transaction_charged_twice,0.6
My card declines when I pay for my meal.,332,It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,63,transaction_charged_twice,0.6
My card declines when I pay for my meal.,333,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and was declined?",63,transaction_charged_twice,0.6
My card declines when I pay for my meal.,334,Tell me why my card payment would be reverted.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,335,Can you tell me why the card payment came back?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,336,My payment was terminated,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,337,My payment has been cancelled,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,338,My card payment has been cancelled,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,339,I made a payment with my card that was cancelled?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,340,I believe that a card payment I made was cancelled.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,341,Why would my card payment be cancelled?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,342,"I dont know what happened, but my payment was cancelled",53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,343,Why would my card payment get reverted?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,344,"My card payment was reverted, why?",53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,345,What reasons would cause my card payment to be cancelled?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,346,"I just checked and my payment was cancelled, why?",53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,347,Seems like my card payment has been cancelled,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,348,Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,349,I used my card to make a payment and wondered why the payment was reverted?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,350,My card payments have stopped.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,351,My card payment was cancelled it seems.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,352,"My payment was put back, I think.",53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,353,I think my card payment was cancelled. What happened?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,354,Why was a payment cancelled on my account?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,355,My payment has been returned.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,356,I think a card payment I made was cancelled.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,357,Why did my payment not go through why did it cancel?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,358,What is the reason for my card payment to be reverted?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,359,Why is my card payment cancelled?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,360,I think my card payment was reverted,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,361,I received a returned payment that I made.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,362,Can you tell me why my card payment was cancelled?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,363,My card payment was reverted,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,364,My card payment was cancelled.  Why?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,365,Why would my card payment be reverted?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,366,I think a payment I made with a card was cancelled.,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,367,"My card payment reverted back, I think.",53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,368,Why wasn't my payment accepted by the app,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,369,"I cannot seem to buy something online with my card? the payment comes back, what's going on?",53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,370,Did a card payment that I made get cancelled?,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,371,I believe my card payment has reverted,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,372,My payment was stopped,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,373,My payment was cancelled,53,reverted_card_payment?,0.6
My card declines when I pay for my meal.,374,Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times!,35,failed_transfer,0.6
My card declines when I pay for my meal.,375,Why was my transaction not approved?,35,failed_transfer,0.6
My card declines when I pay for my meal.,376,My transfer is failing when I try to do it.,35,failed_transfer,0.6
My card declines when I pay for my meal.,377,The attempted transfer failed.,35,failed_transfer,0.6
My card declines when I pay for my meal.,378,Why won't my virtual card work?,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,379,My disposable virtual card was rejected.,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,380,My disposable virtual card got rejected,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,381,Why was my virtual card rejected?,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,382,The virtual card won't work.,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,383,I can't seem to get my virtual card to work.,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,384,I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,385,Please help me.  My disposable virtual card won't work right.,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,386,I can't make purchases with my virtual card.,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,387,I have a disposable card but it does not work?,72,virtual_card_not_working,0.6
My card declines when I pay for my meal.,388,I tried using my credit card with top up but it didn't work! I thought it was supposed to?,59,top_up_failed,0.6
My card declines when I pay for my meal.,389,I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it for me please?,59,top_up_failed,0.6
My card declines when I pay for my meal.,390,My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,59,top_up_failed,0.6
My card declines when I pay for my meal.,391,I tried to top-up but it got denied.,59,top_up_failed,0.6
My card declines when I pay for my meal.,392,My credit card was just denied for top up! Can you tell me why this happened and what's going on?,59,top_up_failed,0.6
My card declines when I pay for my meal.,393,"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",59,top_up_failed,0.6
My card declines when I pay for my meal.,394,What's the problem? My card keeps getting declined for top up. I need to know what is going on.,59,top_up_failed,0.6
My card declines when I pay for my meal.,395,Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,59,top_up_failed,0.6
My card declines when I pay for my meal.,396,"My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.",59,top_up_failed,0.6
My card declines when I pay for my meal.,397,"I just topped up, and the app denied it.",59,top_up_failed,0.6
My card declines when I pay for my meal.,398,I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives,59,top_up_failed,0.6
My card declines when I pay for my meal.,399,My card won't work at all for anything.,14,card_not_working,0.3
My card declines when I pay for my meal.,400,I can't use my card for anything,14,card_not_working,0.3
My card declines when I pay for my meal.,401,I tried using my card at multiple vendors and now it's not working.,14,card_not_working,0.3
My card declines when I pay for my meal.,402,I topped up but the app declined it,61,top_up_reverted,0.3
My card declines when I pay for my meal.,403,I tried to get cash but it was declined!,26,declined_cash_withdrawal,0.3
My card declines when I pay for my meal.,404,"I was doing a transfer and received a ""decline"" message.",27,declined_transfer,0.3
My card declines when I pay for my meal.,405,I noticed my transfer was declined.,27,declined_transfer,0.3
My card declines when I pay for my meal.,406,I wanted to know why my transaction didn't go through.,27,declined_transfer,0.3
My card declines when I pay for my meal.,407,My card failed to work when I was shopping in a store,25,declined_card_payment,0.3
My card declines when I pay for my meal.,408,My card was declined but it shows as multiple charges?,63,transaction_charged_twice,0.3
My card declines when I pay for my meal.,409,Why did my credit card get declined for top up?,59,top_up_failed,0.3
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
